"score", "k", "theta", "mu", "sigma", "c1", "c2", "c3", "c4", "c5", "c6", "c7", "c8", "c9", "c10", "c11", "c12", "c13", "c14", "c15", "c16", "c17", "c18", "c19", "c20", "c21"
-10.177924398237888,6.167658119361077,0.884677178972938,5.205903992007184,1.4803148215962785,118.3504893483817,230.44054525102666,351.6718791396644,287.0710937929119,150.5727629017657,258.09415548761234,308.6213792009262,319.5800311194183,207.15730151408678,31.301482597149395,199.2229912084847,147.68904279211677,267.75274555065783,124.36514689804699,95.0445057882574,58.322871252941,127.82553793879708,151.06557178574235,369.4187632145216,293.0856363037053,277.6534767002897
-10.349774655164548,5.895368566133335,1.3105702647126403,4.840305938454436,1.327962181027827,115.1965334902098,240.0100777650584,193.74371276772035,148.93223325013798,66.34230372119644,206.2983540521228,168.72166677402558,162.25237053388338,141.95968082035125,44.621288032847104,131.36109387401683,79.93585712675431,106.10515914500156,104.00428291209397,61.53325539515749,51.77307957758113,92.791938240738,115.39532179490313,214.74167263504438,181.5975086441042,223.57288655805309
-10.724468104605958,6.216817116168204,0.41317669878616203,5.890668657165959,1.757786300234724,391.3356410925875,692.1960743270608,632.667421081982,602.7458412561997,181.68861899375284,598.0803373539408,747.2784122957585,662.4276649712712,501.1011971022098,83.29229887520175,452.7613730276034,231.010705621611,326.6880773561835,226.82304318041483,190.77233218518182,165.50902639540087,372.8244857533691,298.0977132470309,621.8886952391268,455.88645114466,530.6496242071346
-11.736069016284437,5.522869770084848,0.08628603018607328,7.470734455630678,1.4243871548932852,1716.4047769514978,2795.730013383545,3385.095061357475,3127.262513710805,904.6719252945151,2949.811349538244,3266.4895827906766,2484.780532882312,2831.95134172597,534.4024884791065,2518.871977003864,1607.4834975018523,2575.639389930292,1898.8806215351508,837.3182325059695,630.9956273008618,1674.1542157407243,1516.0335527580103,3086.1313605549803,4703.914141694688,3299.4586357076487
-9.721165995742174,6.837168342802258,0.2943457781311356,6.462464361895588,1.5241442967497487,555.6451464831806,840.0216652473712,766.0624372196949,751.5288125694487,273.7065274448902,742.8057501790123,925.7032921336825,836.6114251730627,556.4823975559648,124.91107147737597,611.7153563197617,545.96137050481,390.4936218309862,240.4171782297617,220.93119761736847,199.74317241203258,484.337086171934,394.8672235600377,967.6387160543029,591.9819881197761,876.6346271603513
-11.736069016284437,6.021711825261217,0.2706360729730163,6.165306395757478,1.6878488617937815,967.7463380273914,761.365767936154,1303.8130827988516,976.1552496735894,346.2477765273072,1287.4394339894643,943.480822656082,899.1610733496186,712.1880017641543,140.63382519380718,658.2002810027025,355.1958390159448,764.0708876467261,469.0985831633765,291.38101625901885,331.97754883205664,504.27094948303346,534.7036707916296,1271.9494530208858,919.0481315703506,1179.6780004410175
-13.122363377404328,6.1644719383590285,0.2733865606859223,6.423624152580763,1.6806112213523081,602.2465941385356,1042.939982020913,988.2545326273474,915.9837834822098,349.5888936902036,1280.3096594080866,958.7117859817317,824.933016954978,564.2143655244164,220.05098593367677,530.2791749731551,542.4209783758145,553.1971489258985,454.09529523899494,279.0317277184688,186.20969145954263,495.75825583026955,420.10171883885556,971.4090484176913,590.2035199418367,810.4357302078517
-10.92513880006811,7.372210622683364,1.2886347427137266,4.227896314812347,1.271443738877282,146.79021228822864,263.01833319272686,169.09595511337463,117.59642200190012,50.55222786501401,179.13192638346578,186.14245309497562,131.99184431923226,119.53451457961914,23.121835483909052,117.18047580774889,67.03648855176091,87.89093072355102,78.09197772938211,54.81007270373134,35.90800118968147,76.47461689073762,78.22677972771471,165.0095943204623,172.5854663455977,152.7144311677601
-11.512925464970229,5.174704947970603,0.17361206311370994,6.599327656938944,1.7482454204532052,1370.3003095337635,2468.283524488855,2106.3610726015663,1446.9363089929489,483.0251311442034,1436.8499725250695,2326.170825693137,1964.0267344796223,1465.878209331131,327.56100295719494,1263.3108281746408,675.2999964696767,1215.022645512155,750.2779023286339,469.0518937674034,598.8623296990859,1318.627726079649,756.8696575335673,1920.5196436435895,1242.1143374716944,1769.0531854227982
-10.41431317630212,4.994437059886208,0.9467329725815179,5.034012773549083,1.4803148215962785,157.9423455655364,215.63607785403076,273.44749669288836,298.6254023081245,110.45738082910691,243.10207962299194,416.55428599032876,378.72803187948284,301.2122825996262,81.04907477366474,286.4882575240569,144.92481532937785,226.92219563186873,152.34740862501232,83.53624219533458,74.84173512666622,177.22624975294988,218.44685794415648,265.4300757265316,248.92619125174303,366.7599803719959
